Fecha,Anio,Guia,Cliente,Origen,Destino,Tipo_Carga,Peso_kg,Distancia_km,Transportista,Costo_Flete,Dias_Entrega,Estado
2022-01-30,2022,GUI-1182,Corporacion Metalica Peru,Trujillo,Lima,Electrodomesticos,765.9,606,TransPeru Cargo,1346.55,1,En transito
2022-01-31,2022,GUI-1183,Minera Altiplano,Trujillo,Cusco,Electrodomesticos,328.58,741,TransPeru Cargo,1037.55,3,Entregado
2022-01-31,2022,GUI-1184,Corporacion Metalica Peru,Cusco,Chiclayo,Documentos y paqueteria,3527.6,552,TransPeru Cargo,3410.69,2,Entregado
2022-01-31,2022,GUI-1185,Grupo Industrial Lima,Arequipa,Ica,Refrigerado,2425.08,813,Logistica Rapida SAC,1940.56,1,Entregado
2022-01-31,2022,GUI-1186,Constructora Norte,Iquitos,Huancayo,Textiles,1196.85,828,Transportes Andina SAC,2230.93,1,Entregado
2022-01-31,2022,GUI-1187,Grupo Industrial Lima,Iquitos,Huancayo,Documentos y paqueteria,1339.56,820,Rutas Continentales SAC,1790.45,1,Entregado
2022-01-31,2022,GUI-1188,Textiles Peruanos SAC,Huancayo,Piura,Maquinaria industrial,1757.87,757,Rutas Continentales SAC,2396.06,1,Entregado
2022-02-01,2022,GUI-1189,Corporacion Metalica Peru,Lima,Trujillo,Electrodomesticos,4434.24,523,Envios del Sur EIRL,3476.56,2,En transito
2022-02-01,2022,GUI-1190,Distribuidora Central,Tacna,Trujillo,Textiles,3879.15,875,Rutas Continentales SAC,2930.66,2,Entregado
2022-02-01,2022,GUI-1191,Corporacion Metalica Peru,Cusco,Huancayo,Maquinaria industrial,2851.98,847,Kargia Flota Norte,1833.8,2,Entregado
2022-02-01,2022,GUI-1192,Farmaceutica Nacional,Huancayo,Piura,Maquinaria industrial,3721.06,852,Logistica Rapida SAC,3010.58,2,Entregado
2022-02-02,2022,GUI-1193,Constructora Norte,Trujillo,Tacna,Documentos y paqueteria,409.94,913,TransPeru Cargo,1194.19,5,Retrasado
2022-02-02,2022,GUI-1194,Industrias del Pacifico,Arequipa,Trujillo,Maquinaria industrial,1167.87,680,Envios del Sur EIRL,1844.49,1,Entregado
2022-02-02,2022,GUI-1195,Grupo Industrial Lima,Chiclayo,Tacna,Textiles,364.77,826,Envios del Sur EIRL,1181.8,2,Entregado
2022-02-02,2022,GUI-1196,Farmaceutica Nacional,Arequipa,Huancayo,Textiles,3836.21,849,Rutas Continentales SAC,3920.03,1,Entregado
2022-02-02,2022,GUI-1197,Agroexportadora del Valle,Huancayo,Cusco,Materiales de construccion,469.25,894,Logistica Rapida SAC,1053.68,3,Entregado
2022-02-02,2022,GUI-1198,Corporacion Metalica Peru,Huancayo,Cusco,Carga general,3764.16,929,Transportes Andina SAC,4345.7,2,Entregado
2022-02-02,2022,GUI-1199,Comercial Andina SAC,Lima,Tacna,Perecibles,419.44,1286,Envios del Sur EIRL,1730.76,3,Entregado
2022-02-03,2022,GUI-1200,Corporacion Metalica Peru,Arequipa,Piura,Electrodomesticos,2904.77,352,Logistica Rapida SAC,2940.18,2,Entregado
2022-02-03,2022,GUI-1201,Comercial Andina SAC,Cusco,Ica,Textiles,44.61,936,Envios del Sur EIRL,1503.4,1,Entregado
2022-02-03,2022,GUI-1202,Agroexportadora del Valle,Arequipa,Iquitos,Materiales de construccion,4155.78,382,Kargia Flota Norte,2150.63,2,Entregado
2022-02-03,2022,GUI-1203,Corporacion Metalica Peru,Iquitos,Tacna,Documentos y paqueteria,1375.28,620,Transportes Andina SAC,1418.22,1,Entregado
2022-02-03,2022,GUI-1204,Corporacion Metalica Peru,Piura,Chiclayo,Documentos y paqueteria,3068.4,517,TransPeru Cargo,1786.58,1,Entregado
2022-02-04,2022,GUI-1205,Industrias del Pacifico,Huancayo,Tacna,Refrigerado,86.89,1057,Envios del Sur EIRL,966.17,4,Entregado
2022-02-04,2022,GUI-1206,Distribuidora Central,Trujillo,Arequipa,Textiles,3018.72,604,Envios del Sur EIRL,2639.83,1,Entregado
2022-02-04,2022,GUI-1207,Grupo Industrial Lima,Ica,Trujillo,Documentos y paqueteria,516.17,326,TransPeru Cargo,786.81,1,Entregado
2022-02-04,2022,GUI-1208,Agroexportadora del Valle,Trujillo,Piura,Documentos y paqueteria,722.46,661,Kargia Flota Norte,1468.47,2,Entregado
2022-02-05,2022,GUI-1209,Distribuidora Central,Lima,Ica,Carga general,2191.59,286,Kargia Flota Norte,1467.66,2,Entregado
2022-02-05,2022,GUI-1210,Constructora Norte,Piura,Tacna,Electrodomesticos,1047.39,699,Transportes Andina SAC,1105.15,3,En transito
2022-02-05,2022,GUI-1211,Farmaceutica Nacional,Piura,Chiclayo,Electrodomesticos,1434.59,512,Envios del Sur EIRL,1589.08,1,Entregado
2022-02-05,2022,GUI-1212,Constructora Norte,Arequipa,Iquitos,Electrodomesticos,2498.96,361,Kargia Flota Norte,2570.96,6,Retrasado
2022-02-05,2022,GUI-1213,Distribuidora Central,Lima,Chiclayo,Documentos y paqueteria,4758.32,725,Logistica Rapida SAC,4238.54,3,Entregado
2022-02-05,2022,GUI-1214,Grupo Industrial Lima,Tacna,Trujillo,Maquinaria industrial,3037.92,876,Rutas Continentales SAC,2203.15,2,Entregado
2022-02-06,2022,GUI-1215,Constructora Norte,Lima,Iquitos,Perecibles,4379.21,980,Kargia Flota Norte,4422.25,2,Entregado
2022-02-06,2022,GUI-1216,Textiles Peruanos SAC,Chiclayo,Cusco,Textiles,1651.77,646,TransPeru Cargo,2060.8,4,Retrasado
2022-02-06,2022,GUI-1217,Constructora Norte,Chiclayo,Iquitos,Documentos y paqueteria,545.6,539,TransPeru Cargo,1059.56,1,Entregado
2022-02-06,2022,GUI-1218,Industrias del Pacifico,Chiclayo,Piura,Materiales de construccion,3181.29,544,Transportes Andina SAC,1972.84,1,En transito
2022-02-06,2022,GUI-1219,Distribuidora Central,Chiclayo,Iquitos,Carga general,3542.01,545,Logistica Rapida SAC,2212.85,2,Entregado
2022-02-06,2022,GUI-1220,Constructora Norte,Trujillo,Chiclayo,Electrodomesticos,3665.4,450,TransPeru Cargo,3873.09,2,Entregado
2022-02-07,2022,GUI-1221,Agroexportadora del Valle,Cusco,Chiclayo,Perecibles,4557.26,582,Transportes Andina SAC,3296.08,3,Retrasado
2022-02-07,2022,GUI-1222,Distribuidora Central,Huancayo,Ica,Textiles,4437.84,108,Envios del Sur EIRL,2198.37,1,Entregado
2022-02-07,2022,GUI-1223,Comercial Andina SAC,Iquitos,Lima,Carga general,827.03,994,Envios del Sur EIRL,1644.24,1,Entregado
2022-02-07,2022,GUI-1224,Distribuidora Central,Iquitos,Chiclayo,Electrodomesticos,2213,578,Logistica Rapida SAC,2142.18,2,Entregado
2022-02-07,2022,GUI-1225,Minera Altiplano,Tacna,Cusco,Perecibles,242.9,557,Rutas Continentales SAC,785.56,2,Entregado
2022-02-07,2022,GUI-1226,Comercial Andina SAC,Ica,Piura,Documentos y paqueteria,383.05,793,Kargia Flota Norte,1257.05,3,Entregado
2022-02-08,2022,GUI-1227,Comercial Andina SAC,Trujillo,Cusco,Textiles,1641.99,729,TransPeru Cargo,1881.2,3,Entregado
2022-02-08,2022,GUI-1228,Farmaceutica Nacional,Ica,Ica,Carga general,1714.81,31,Envios del Sur EIRL,671.42,1,Entregado
2022-02-08,2022,GUI-1229,Grupo Industrial Lima,Lima,Arequipa,Perecibles,4471.54,1006,Transportes Andina SAC,3797.41,1,Entregado
2022-02-08,2022,GUI-1230,Industrias del Pacifico,Huancayo,Cusco,Carga general,3617.85,948,Transportes Andina SAC,2911.92,5,Retrasado
2022-02-09,2022,GUI-1231,Corporacion Metalica Peru,Iquitos,Trujillo,Electrodomesticos,352.78,689,Kargia Flota Norte,914.86,2,Entregado
2022-02-09,2022,GUI-1232,Distribuidora Central,Ica,Chiclayo,Refrigerado,2192.28,585,Kargia Flota Norte,2740.71,2,Entregado
2022-02-09,2022,GUI-1233,Distribuidora Central,Arequipa,Iquitos,Refrigerado,2173.56,382,TransPeru Cargo,1969.27,1,Entregado
2022-02-09,2022,GUI-1234,Textiles Peruanos SAC,Chiclayo,Iquitos,Maquinaria industrial,3285.73,516,Transportes Andina SAC,2514.58,1,Entregado
2022-02-10,2022,GUI-1235,Constructora Norte,Iquitos,Lima,Refrigerado,1686.99,1000,Rutas Continentales SAC,1826.9,2,En transito
2022-02-10,2022,GUI-1236,Textiles Peruanos SAC,Ica,Cusco,Maquinaria industrial,2140.46,938,Kargia Flota Norte,3125.4,2,Entregado
2022-02-10,2022,GUI-1237,Constructora Norte,Lima,Piura,Materiales de construccion,3786.42,1034,Transportes Andina SAC,4278.46,2,Entregado
2022-02-10,2022,GUI-1238,Textiles Peruanos SAC,Iquitos,Lima,Carga general,287.43,1030,TransPeru Cargo,1144.12,3,Entregado
2022-02-10,2022,GUI-1239,Grupo Industrial Lima,Chiclayo,Arequipa,Maquinaria industrial,1211.06,535,Transportes Andina SAC,1307.38,2,Entregado
2022-02-11,2022,GUI-1240,Comercial Andina SAC,Tacna,Lima,Textiles,4232.76,1283,Kargia Flota Norte,4617.9,2,Entregado
2022-02-11,2022,GUI-1241,Comercial Andina SAC,Iquitos,Ica,Materiales de construccion,4754.91,888,Transportes Andina SAC,4773.69,1,Cancelado
2022-02-11,2022,GUI-1242,Textiles Peruanos SAC,Huancayo,Piura,Electrodomesticos,3857.39,771,Rutas Continentales SAC,3739.65,2,Entregado
2022-02-11,2022,GUI-1243,Minera Altiplano,Tacna,Lima,Documentos y paqueteria,1245.38,1338,Envios del Sur EIRL,2565.44,4,Entregado
2022-02-12,2022,GUI-1244,Corporacion Metalica Peru,Huancayo,Cusco,Refrigerado,4742.6,869,Kargia Flota Norte,2995.55,2,Entregado
2022-02-12,2022,GUI-1245,Constructora Norte,Huancayo,Iquitos,Textiles,2884.78,858,Kargia Flota Norte,2902.24,3,Entregado
2022-02-13,2022,GUI-1246,Distribuidora Central,Tacna,Huancayo,Carga general,1752.99,1131,Rutas Continentales SAC,2079.45,2,Entregado
2022-02-13,2022,GUI-1247,Distribuidora Central,Huancayo,Cusco,Documentos y paqueteria,2749.88,959,Transportes Andina SAC,2531.41,3,En transito
2022-02-13,2022,GUI-1248,Constructora Norte,Ica,Piura,Maquinaria industrial,4557.8,771,Logistica Rapida SAC,4930.28,2,Entregado
2022-02-13,2022,GUI-1249,Grupo Industrial Lima,Piura,Tacna,Maquinaria industrial,1839.62,687,Rutas Continentales SAC,2067.02,3,Entregado
2022-02-13,2022,GUI-1250,Corporacion Metalica Peru,Lima,Piura,Documentos y paqueteria,4713.33,1001,Envios del Sur EIRL,2716.92,3,En transito
2022-02-13,2022,GUI-1251,Agroexportadora del Valle,Cusco,Chiclayo,Refrigerado,1881.32,620,Kargia Flota Norte,1785.96,3,Retrasado
2022-02-13,2022,GUI-1252,Farmaceutica Nacional,Lima,Ica,Carga general,3686.94,272,Logistica Rapida SAC,2974.94,2,Entregado
2022-02-14,2022,GUI-1253,Textiles Peruanos SAC,Trujillo,Tacna,Documentos y paqueteria,2922.68,974,Rutas Continentales SAC,3213.1,1,Entregado
2022-02-14,2022,GUI-1254,Distribuidora Central,Arequipa,Iquitos,Perecibles,2366.37,433,Transportes Andina SAC,2392.53,1,Entregado
2022-02-14,2022,GUI-1255,Minera Altiplano,Ica,Huancayo,Refrigerado,4179.63,87,Envios del Sur EIRL,1938.2,1,Entregado
2022-02-14,2022,GUI-1256,Comercial Andina SAC,Chiclayo,Lima,Perecibles,2092.75,776,Transportes Andina SAC,2864.79,1,Entregado
2022-02-14,2022,GUI-1257,Constructora Norte,Tacna,Trujillo,Documentos y paqueteria,4681.5,986,Rutas Continentales SAC,4272.33,1,Entregado
2022-02-14,2022,GUI-1258,Corporacion Metalica Peru,Lima,Piura,Refrigerado,3380.49,953,TransPeru Cargo,3519.77,2,Entregado
2022-02-14,2022,GUI-1259,Grupo Industrial Lima,Lima,Chiclayo,Electrodomesticos,1544.77,786,Rutas Continentales SAC,2199.08,1,Entregado
2022-02-15,2022,GUI-1260,Agroexportadora del Valle,Arequipa,Piura,Maquinaria industrial,2798.47,338,Logistica Rapida SAC,1701.13,1,Entregado
2022-02-15,2022,GUI-1261,Comercial Andina SAC,Ica,Ica,Textiles,1597.27,26,Kargia Flota Norte,944.09,2,Entregado
2022-02-15,2022,GUI-1262,Comercial Andina SAC,Lima,Tacna,Textiles,2362.14,1248,Transportes Andina SAC,3224.94,3,Entregado
2022-02-15,2022,GUI-1263,Farmaceutica Nacional,Tacna,Piura,Materiales de construccion,4364.24,601,Kargia Flota Norte,3507.63,2,Entregado
2022-02-15,2022,GUI-1264,Distribuidora Central,Huancayo,Chiclayo,Materiales de construccion,437.71,565,Logistica Rapida SAC,760.18,1,Entregado
2022-02-15,2022,GUI-1265,Farmaceutica Nacional,Ica,Huancayo,Perecibles,903.91,130,Envios del Sur EIRL,632.06,6,Retrasado
2022-02-16,2022,GUI-1266,Farmaceutica Nacional,Trujillo,Lima,Maquinaria industrial,3073.65,523,Rutas Continentales SAC,2440.68,1,Entregado
2022-02-16,2022,GUI-1267,Minera Altiplano,Iquitos,Ica,Materiales de construccion,2160.83,785,Logistica Rapida SAC,2333.68,2,Entregado
2022-02-16,2022,GUI-1268,Constructora Norte,Iquitos,Ica,Refrigerado,1807.28,811,Logistica Rapida SAC,1704.15,3,Entregado
2022-02-16,2022,GUI-1269,Grupo Industrial Lima,Ica,Piura,Electrodomesticos,4014.85,818,Envios del Sur EIRL,3613.59,2,Entregado
2022-02-17,2022,GUI-1270,Grupo Industrial Lima,Tacna,Cusco,Documentos y paqueteria,2605.03,551,Kargia Flota Norte,2382.54,1,Entregado
2022-02-17,2022,GUI-1271,Minera Altiplano,Huancayo,Ica,Materiales de construccion,2825.61,150,Logistica Rapida SAC,1514.62,1,Entregado
2022-02-17,2022,GUI-1272,Agroexportadora del Valle,Arequipa,Huancayo,Refrigerado,3564.65,823,Transportes Andina SAC,3192.72,2,Entregado
2022-02-17,2022,GUI-1273,Comercial Andina SAC,Tacna,Trujillo,Maquinaria industrial,715.89,972,Envios del Sur EIRL,1985.5,3,Entregado
2022-02-17,2022,GUI-1274,Distribuidora Central,Lima,Iquitos,Refrigerado,3863.37,1007,TransPeru Cargo,3664.98,1,Cancelado
2022-02-18,2022,GUI-1275,Textiles Peruanos SAC,Cusco,Trujillo,Textiles,3938.45,795,Rutas Continentales SAC,3544.32,3,Entregado
2022-02-18,2022,GUI-1276,Corporacion Metalica Peru,Lima,Chiclayo,Electrodomesticos,3279.18,795,Transportes Andina SAC,2961.62,3,Entregado
2022-02-18,2022,GUI-1277,Farmaceutica Nacional,Lima,Arequipa,Documentos y paqueteria,4193.6,1026,Transportes Andina SAC,4570.41,3,Entregado
2022-02-18,2022,GUI-1278,Textiles Peruanos SAC,Iquitos,Trujillo,Maquinaria industrial,2734.05,636,Kargia Flota Norte,3034.67,1,Entregado
2022-02-18,2022,GUI-1279,Textiles Peruanos SAC,Lima,Cusco,Electrodomesticos,4607.32,1127,Transportes Andina SAC,3558.11,2,Entregado
2022-02-18,2022,GUI-1280,Minera Altiplano,Chiclayo,Iquitos,Electrodomesticos,4502.15,515,TransPeru Cargo,3291.12,1,En transito
2022-02-19,2022,GUI-1281,Distribuidora Central,Ica,Arequipa,Maquinaria industrial,1590.86,845,Transportes Andina SAC,1723.16,2,Entregado
2022-02-19,2022,GUI-1282,Distribuidora Central,Lima,Tacna,Carga general,172.63,1261,Rutas Continentales SAC,1506.67,2,Entregado
2022-02-19,2022,GUI-1283,Distribuidora Central,Ica,Piura,Perecibles,4680.41,767,Envios del Sur EIRL,3374.01,1,Entregado
2022-02-19,2022,GUI-1284,Farmaceutica Nacional,Trujillo,Arequipa,Perecibles,961.88,692,Envios del Sur EIRL,1052.79,6,Retrasado
2022-02-19,2022,GUI-1285,Industrias del Pacifico,Tacna,Lima,Documentos y paqueteria,4789.08,1261,Rutas Continentales SAC,3105.23,3,Entregado
2022-02-19,2022,GUI-1286,Distribuidora Central,Lima,Ica,Perecibles,1275.34,266,Logistica Rapida SAC,1291.22,2,Entregado
2022-02-20,2022,GUI-1287,Farmaceutica Nacional,Trujillo,Tacna,Documentos y paqueteria,4272.91,973,Logistica Rapida SAC,4147.23,1,Entregado
2022-02-20,2022,GUI-1288,Constructora Norte,Cusco,Arequipa,Carga general,3731.93,440,Logistica Rapida SAC,3267.15,2,Entregado
2022-02-20,2022,GUI-1289,Textiles Peruanos SAC,Arequipa,Chiclayo,Carga general,2007.01,545,Kargia Flota Norte,1762.97,1,Entregado
2022-02-21,2022,GUI-1290,Corporacion Metalica Peru,Tacna,Piura,Refrigerado,3490.5,653,Transportes Andina SAC,3334.88,3,Entregado
2022-02-21,2022,GUI-1291,Agroexportadora del Valle,Cusco,Ica,Carga general,4387.5,927,Envios del Sur EIRL,4170.08,1,Entregado
2022-02-21,2022,GUI-1292,Minera Altiplano,Iquitos,Trujillo,Refrigerado,2452.3,663,Envios del Sur EIRL,2538.23,3,Entregado
2022-02-21,2022,GUI-1293,Comercial Andina SAC,Trujillo,Cusco,Maquinaria industrial,3479.19,707,Transportes Andina SAC,2516.04,2,Entregado
2022-02-21,2022,GUI-1294,Grupo Industrial Lima,Trujillo,Lima,Maquinaria industrial,1232.85,544,Logistica Rapida SAC,1015.94,1,Entregado
2022-02-21,2022,GUI-1295,Corporacion Metalica Peru,Piura,Cusco,Electrodomesticos,3044.69,445,Logistica Rapida SAC,2799.06,2,Entregado
2022-02-22,2022,GUI-1296,Industrias del Pacifico,Trujillo,Iquitos,Refrigerado,2786.38,657,Logistica Rapida SAC,1955.29,2,Entregado
2022-02-22,2022,GUI-1297,Industrias del Pacifico,Piura,Lima,Maquinaria industrial,830.49,1027,Logistica Rapida SAC,2334.09,1,Entregado
2022-02-22,2022,GUI-1298,Corporacion Metalica Peru,Arequipa,Cusco,Textiles,2957.44,492,Kargia Flota Norte,1535.77,1,Entregado
2022-02-22,2022,GUI-1299,Distribuidora Central,Cusco,Piura,Perecibles,1305.49,452,Kargia Flota Norte,1381.98,1,Entregado
2022-02-22,2022,GUI-1300,Corporacion Metalica Peru,Chiclayo,Cusco,Electrodomesticos,3489.51,558,TransPeru Cargo,3064.19,2,Entregado
2022-02-23,2022,GUI-1301,Constructora Norte,Trujillo,Iquitos,Electrodomesticos,800.89,623,Envios del Sur EIRL,1219.01,1,Cancelado
2022-02-23,2022,GUI-1302,Minera Altiplano,Cusco,Trujillo,Textiles,2805.68,763,Rutas Continentales SAC,2721.54,3,Entregado
2022-02-23,2022,GUI-1303,Minera Altiplano,Lima,Chiclayo,Carga general,2536.1,744,Kargia Flota Norte,2057.29,2,Entregado
2022-02-23,2022,GUI-1304,Industrias del Pacifico,Tacna,Chiclayo,Documentos y paqueteria,1417.63,792,Transportes Andina SAC,1480.32,2,Entregado
2022-02-23,2022,GUI-1305,Textiles Peruanos SAC,Cusco,Arequipa,Carga general,1227.01,502,Transportes Andina SAC,1317.92,2,Entregado
2022-02-23,2022,GUI-1306,Agroexportadora del Valle,Trujillo,Piura,Materiales de construccion,2305.12,675,Envios del Sur EIRL,1639.45,3,Entregado
2022-02-24,2022,GUI-1307,Textiles Peruanos SAC,Chiclayo,Trujillo,Perecibles,1916.65,359,Transportes Andina SAC,1882.63,1,Entregado
2022-02-24,2022,GUI-1308,Corporacion Metalica Peru,Tacna,Lima,Materiales de construccion,1067.32,1314,Logistica Rapida SAC,2108.64,2,En transito
2022-02-24,2022,GUI-1309,Industrias del Pacifico,Cusco,Trujillo,Textiles,4787.57,755,TransPeru Cargo,3145.01,1,Entregado
2022-02-25,2022,GUI-1310,Industrias del Pacifico,Lima,Cusco,Materiales de construccion,1430.52,1122,Envios del Sur EIRL,1977.34,3,Entregado
2022-02-25,2022,GUI-1311,Agroexportadora del Valle,Trujillo,Cusco,Electrodomesticos,831.28,789,Logistica Rapida SAC,1171.86,5,Retrasado
2022-02-25,2022,GUI-1312,Comercial Andina SAC,Ica,Cusco,Maquinaria industrial,4120.4,948,Kargia Flota Norte,4492.42,3,Entregado
2022-02-25,2022,GUI-1313,Distribuidora Central,Trujillo,Ica,Maquinaria industrial,63.31,387,Envios del Sur EIRL,619.06,1,Entregado
2022-02-25,2022,GUI-1314,Distribuidora Central,Iquitos,Tacna,Perecibles,2397.71,663,Rutas Continentales SAC,2039.85,1,Entregado
2022-02-25,2022,GUI-1315,Minera Altiplano,Tacna,Lima,Perecibles,1046.84,1337,TransPeru Cargo,1430.08,4,Entregado
2022-02-26,2022,GUI-1316,Constructora Norte,Iquitos,Tacna,Maquinaria industrial,1698.94,666,Transportes Andina SAC,1909.54,3,Entregado
2022-02-26,2022,GUI-1317,Agroexportadora del Valle,Arequipa,Ica,Electrodomesticos,913.79,823,Envios del Sur EIRL,1979.76,1,Entregado
2022-02-26,2022,GUI-1318,Comercial Andina SAC,Trujillo,Huancayo,Textiles,2857.6,369,Transportes Andina SAC,2204.97,1,Entregado
2022-02-26,2022,GUI-1319,Agroexportadora del Valle,Tacna,Chiclayo,Carga general,4073.82,803,Envios del Sur EIRL,3189.21,1,En transito
2022-02-26,2022,GUI-1320,Comercial Andina SAC,Tacna,Cusco,Textiles,2033.17,567,Transportes Andina SAC,2307.04,1,Entregado
2022-02-27,2022,GUI-1321,Agroexportadora del Valle,Tacna,Chiclayo,Textiles,3632.44,834,Rutas Continentales SAC,3272.25,1,Entregado
2022-02-27,2022,GUI-1322,Farmaceutica Nacional,Chiclayo,Arequipa,Refrigerado,3874.27,469,Envios del Sur EIRL,2316.81,4,Retrasado
2022-02-27,2022,GUI-1323,Corporacion Metalica Peru,Ica,Arequipa,Perecibles,2512.85,856,TransPeru Cargo,2756.77,3,Entregado
2022-02-28,2022,GUI-1324,Textiles Peruanos SAC,Cusco,Piura,Electrodomesticos,2991.77,442,Rutas Continentales SAC,3076.34,2,En transito
2022-02-28,2022,GUI-1325,Distribuidora Central,Ica,Piura,Documentos y paqueteria,3091.25,845,Transportes Andina SAC,2783.49,1,En transito
2022-02-28,2022,GUI-1326,Distribuidora Central,Trujillo,Ica,Perecibles,2878.4,312,Envios del Sur EIRL,1659.23,2,Entregado
2022-02-28,2022,GUI-1327,Textiles Peruanos SAC,Arequipa,Piura,Carga general,3697.71,336,Transportes Andina SAC,2407.71,5,Retrasado
2022-03-01,2022,GUI-1328,Agroexportadora del Valle,Chiclayo,Trujillo,Materiales de construccion,4699.82,441,TransPeru Cargo,2992.24,1,Entregado
2022-03-01,2022,GUI-1329,Agroexportadora del Valle,Piura,Cusco,Materiales de construccion,988.3,499,Kargia Flota Norte,1225.4,1,Entregado
2022-03-01,2022,GUI-1330,Minera Altiplano,Cusco,Lima,Refrigerado,2203.02,1047,Kargia Flota Norte,2585.5,3,Entregado
2022-03-01,2022,GUI-1331,Distribuidora Central,Arequipa,Iquitos,Maquinaria industrial,1579.53,337,Transportes Andina SAC,1892.51,2,Entregado
2022-03-02,2022,GUI-1332,Minera Altiplano,Arequipa,Iquitos,Maquinaria industrial,3589.4,383,Kargia Flota Norte,3093.1,1,Entregado
2022-03-02,2022,GUI-1333,Corporacion Metalica Peru,Arequipa,Lima,Materiales de construccion,3543.2,961,Kargia Flota Norte,3916.6,2,En transito
2022-03-02,2022,GUI-1334,Comercial Andina SAC,Ica,Chiclayo,Refrigerado,3396.44,561,Envios del Sur EIRL,2704.12,1,Entregado
2022-03-02,2022,GUI-1335,Comercial Andina SAC,Lima,Iquitos,Textiles,4367.94,1073,Transportes Andina SAC,3055.11,4,Entregado
2022-03-02,2022,GUI-1336,Industrias del Pacifico,Tacna,Trujillo,Electrodomesticos,461.38,907,TransPeru Cargo,1284.96,3,En transito
2022-03-02,2022,GUI-1337,Textiles Peruanos SAC,Trujillo,Lima,Refrigerado,4038.46,530,Rutas Continentales SAC,3423.85,1,Entregado
2022-03-02,2022,GUI-1338,Minera Altiplano,Huancayo,Arequipa,Materiales de construccion,3267.21,833,Envios del Sur EIRL,2145.27,2,Entregado
2022-03-02,2022,GUI-1339,Industrias del Pacifico,Tacna,Iquitos,Carga general,4133.25,591,Transportes Andina SAC,3505.85,1,Cancelado
2022-03-03,2022,GUI-1340,Industrias del Pacifico,Tacna,Arequipa,Textiles,3646.3,596,Transportes Andina SAC,2811.28,1,En transito
2022-03-03,2022,GUI-1341,Agroexportadora del Valle,Lima,Huancayo,Textiles,275.96,301,Envios del Sur EIRL,404.29,2,Entregado
2022-03-03,2022,GUI-1342,Distribuidora Central,Huancayo,Lima,Perecibles,3843.98,276,TransPeru Cargo,3547.15,1,Entregado
2022-03-04,2022,GUI-1343,Farmaceutica Nacional,Piura,Trujillo,Carga general,4711.56,619,Envios del Sur EIRL,4584.62,1,Entregado
2022-03-04,2022,GUI-1344,Agroexportadora del Valle,Trujillo,Ica,Perecibles,3209.66,330,TransPeru Cargo,2495.95,2,Entregado
